"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "symbol"
"FBgn0000115" 838.318410987276 0.101098435970855 0.300550394624209 0.336377651732124 0.736586099955652 0.999798828359795 "Arl1"
"FBgn0000116" 732.422070419693 -0.840540822362055 0.311292740171795 -2.70016198224918 0.00693057233132191 0.318558806800404 "Argk1"
"FBgn0000117" 14587.6289203993 0.00482929851084935 0.241001085290438 0.0200384927936296 0.984012665914231 0.999798828359795 "arm"
"FBgn0000119" 935.274805172893 0.0761072034689327 0.304020505263641 0.250335757461273 0.802327706125791 0.999798828359795 "arr"
"FBgn0000120" 0 NA NA NA NA NA "Arr1"
"FBgn0000121" 17.4356747200617 -0.405455857150324 1.28724837175113 -0.314978729861399 0.752777803600129 0.999798828359795 "Arr2"
"FBgn0000137" 0.30285343213869 -2.24165897453911 5.94809129844368 -0.376870303777221 0.70626999116373 NA "ase"
"FBgn0000139" 1006.31952758233 0.441772188494494 0.291192940582303 1.51711160171354 0.129238509571789 0.999798828359795 "ash2"
"FBgn0000140" 1527.20533745971 -0.00831143465522084 0.276904417560287 -0.030015536510577 0.976054662409844 0.999798828359795 "asp"
"FBgn0000142" 2800.97865217545 0.214067059503275 0.258489586487727 0.828145777212727 0.407587947283003 0.999798828359795 NA
"FBgn0000146" 2350.42039491953 -0.563935694932675 0.2637334098952 -2.13827931454254 0.0324940803940685 0.809303818792825 "aub"
"FBgn0000147" 595.780146635355 -0.392810266153817 0.333848188324619 -1.17661344255032 0.239349829917851 0.999798828359795 "aurA"
"FBgn0000150" 11602.7103901659 -0.174955564123135 0.255353390229727 -0.685150739395854 0.493248804991045 0.999798828359795 "awd"
"FBgn0000152" 715.604300549799 0.0164229572261572 0.327522289201047 0.0501430216130303 0.960008416548563 0.999798828359795 "Axs"
"FBgn0000153" 30.0802900809633 0.201334758318061 1.00973870887067 0.199392928635212 0.841955391560273 0.999798828359795 "b"
"FBgn0000157" 0.991569988455669 3.15675273036188 5.49219942966568 0.574770230176081 0.565446702869009 NA "Dll"
"FBgn0000158" 10.4324288166982 0.0924697729825159 1.63864405379339 0.0564306645903069 0.954998729057925 0.999798828359795 "bam"
"FBgn0000163" 1205.92741178399 0.0586105859341235 0.28738260862128 0.203946182461451 0.838395555056653 0.999798828359795 "baz"
"FBgn0000166" 8.32931804803515 0.299854902575775 1.85856525057016 0.161336763658842 0.87182816930932 0.999798828359795 "bcd"
"FBgn0000171" 8761.0589624673 0.0557722391327423 0.243850317630935 0.228715056328747 0.819090391692438 0.999798828359795 NA
"FBgn0000173" 2333.63181552508 -0.245460549721343 0.267907886542831 -0.916212482166334 0.359555459914217 0.999798828359795 "ben"
"FBgn0000179" 1.74007914088877 -1.08175965094192 4.11203114819992 -0.263071852316942 0.792495198614334 NA "bi"
"FBgn0000180" 32.185864237684 -0.340965677682705 0.995271999915017 -0.342585421585073 0.731910370988465 0.999798828359795 "bib"
"FBgn0000181" 20280.9304396911 0.247876056299425 0.251250228249753 0.986570472099338 0.323853251697054 0.999798828359795 "bic"
"FBgn0000182" 4.04332140576605 0.782591560069293 2.59278954971468 0.301833814532079 0.762778752066465 NA "BicC"
"FBgn0000183" 4008.97804421008 0.00449775272667443 0.253093737520957 0.0177710944993335 0.985821464365817 0.999798828359795 "BicD"
"FBgn0000206" 0 NA NA NA NA NA "boss"
"FBgn0000210" 2113.41258024893 0.120417250103977 0.269941370814145 0.446086680751445 0.655534633537458 0.999798828359795 NA
"FBgn0000212" 4686.57959103764 0.0784853184270932 0.249629176457967 0.314407632716397 0.753211459803685 0.999798828359795 "brm"
"FBgn0000216" 0 NA NA NA NA NA "Brd"
"FBgn0000221" 290.606832985608 0.307716310056218 0.3939862648146 0.78103309058508 0.434783032704638 0.999798828359795 "brn"
"FBgn0000227" 0 NA NA NA NA NA "Elba1"
"FBgn0000228" 1123.44662316932 0.250992165341352 0.296206392113655 0.847355668290394 0.396796906501711 0.999798828359795 "Nin"
"FBgn0000229" 1588.3553186645 -0.150825457561333 0.272235323164259 -0.554026038238723 0.579561025945053 0.999798828359795 "bsk"
"FBgn0000233" 10.7240016331059 1.03003375072865 1.66345539974313 0.619213326000626 0.53577583413579 0.999798828359795 "btd"
"FBgn0000239" 3753.36142107963 -0.00282343168226027 0.257741796350213 -0.0109544967957927 0.99125975094206 0.999798828359795 "bur"
"FBgn0000241" 10.095077672905 -0.152915003084068 1.70319014278559 -0.0897815218880809 0.928460832278016 0.999798828359795 "bw"
"FBgn0000242" 248.75714178764 -0.0956764894741103 0.412509616221325 -0.231937597844451 0.816586481797957 0.999798828359795 NA
"FBgn0000244" 777.426195208072 0.395400317785478 0.305174075492164 1.29565500328887 0.195094370180519 0.999798828359795 "by"
"FBgn0000246" 349.505048228053 -0.456095670683239 0.37975568221689 -1.20102395313929 0.229741909891834 0.999798828359795 "c(3)G"
"FBgn0000247" 3721.99287017729 0.273520579293035 0.252967364091188 1.08124848545458 0.279586595662048 0.999798828359795 "ca"
"FBgn0000250" 3285.21501363618 0.237500062108428 0.262851595052657 0.90355191514379 0.366233048247014 0.999798828359795 "cact"
"FBgn0000251" 2.1773032330293 -0.503901779460023 3.41518602429971 -0.147547388597477 0.882699978309665 NA "cad"
"FBgn0000253" 17528.7144790148 -0.131097033384293 0.241261824681717 -0.543380758879867 0.586867670729786 0.999798828359795 "Cam"
"FBgn0000256" 3195.17175977313 0.480597969641956 0.280500977318045 1.71335577593026 0.0866471069966356 0.999798828359795 "capu"
"FBgn0000257" 988.565157080107 0.0320593256662711 0.291414764029764 0.11001270224935 0.91239930112497 0.999798828359795 "car"
"FBgn0000258" 2150.86769153802 -0.374932290702314 0.26849565632485 -1.3964184591824 0.162588519592124 0.999798828359795 NA
"FBgn0000259" 3541.88949632272 -0.0642840790955136 0.27748028262185 -0.231670800130761 0.816793712524982 0.999798828359795 "CkIIbeta"
"FBgn0000261" 2614.76221933619 0.228931872814997 0.25915522815265 0.883377404526637 0.377032394866327 0.999798828359795 "Cat"
"FBgn0000273" 3181.87848613084 0.0436324388382149 0.297294211832107 0.146765181095607 0.883317368479049 0.999798828359795 "Pka-C1"
"FBgn0000274" 0 NA NA NA NA NA "Pka-C2"
"FBgn0000276" 143.043063971949 -0.0977726496474864 0.58473003190047 -0.167209899121667 0.867204895703661 0.999798828359795 "CecA1"
"FBgn0000277" 63.9508322490751 0.564949794674006 0.868710540880201 0.650331460352241 0.515478139614179 0.999798828359795 "CecA2"
"FBgn0000278" 77.0116873250962 0.658453681322469 0.674519958707546 0.976181168284684 0.328974693639031 0.999798828359795 "CecB"
"FBgn0000279" 162.486166545765 -0.758464114376115 0.480572492397106 -1.57825120325319 0.114507911323734 0.999798828359795 "CecC"
"FBgn0000280" 0.30285343213869 -2.24165897453911 5.94809129844368 -0.376870303777221 0.70626999116373 NA "Cec-Psi1"
"FBgn0000281" 2.03450094487359 0.229000355775084 3.53770596938651 0.0647313139522436 0.948387930170298 NA "Cec2"
"FBgn0000283" 5559.76551610704 0.19558813644532 0.261483398922972 0.747994470207025 0.454463492997564 0.999798828359795 "Cp190"
"FBgn0000286" 730.992129652348 0.645222508475352 0.315005835477889 2.0482874785367 0.0405318391734966 0.89449007131056 "Cf2"
"FBgn0000287" 0.554345896315131 2.35036757336727 6.05643748983834 0.38807757486324 0.697958626672194 NA "salr"
"FBgn0000289" 5046.50693357279 0.316666661289307 0.251488874126174 1.25916767646124 0.207969774035204 0.999798828359795 "cg"
"FBgn0000299" 65528.6980148278 -0.519259974717841 0.240671875908688 -2.15754322251949 0.0309633631648973 0.809303818792825 "Col4a1"
"FBgn0000303" 4.82594267033414 -1.34504324838328 2.40757444234896 -0.558671509683823 0.576385926638087 0.999798828359795 "ChAT"
"FBgn0000307" 2734.94371759568 -0.1609481104199 0.276893268785356 -0.58126407740401 0.561062487342201 0.999798828359795 "chif"
"FBgn0000308" 27757.8646921796 -0.0491266524935436 0.263019232968519 -0.186779696446851 0.851833366648362 0.999798828359795 "chic"
"FBgn0000313" 87.1910812795399 0.0690617986558754 0.618809897718323 0.111604224351485 0.911137222403398 0.999798828359795 NA
"FBgn0000316" 4.66627712587068 0.493303533115386 2.45002531668151 0.201346300283767 0.840427801402243 NA "cin"
"FBgn0000317" 2311.04935548422 0.0342492571114669 0.268874891943566 0.127379900978837 0.898639723342476 0.999798828359795 "ck"
"FBgn0000318" 1267.48289944411 -0.0382716058348234 0.281071551802522 -0.13616321391968 0.89169225530776 0.999798828359795 "cl"
"FBgn0000319" 20335.3698524183 0.0392318647941518 0.267863610371137 0.146462092181145 0.883556613226034 0.999798828359795 "Chc"
"FBgn0000320" 1.31167227642161 3.53594217164919 5.41983422574327 0.652407808868782 0.514138128144247 NA "eya"
"FBgn0000326" 406.638405797515 -0.180431330242649 0.361225765856549 -0.499497398295509 0.617429019174787 0.999798828359795 "clt"
"FBgn0000330" 334.289812572469 0.295285403321142 0.4058826368212 0.727514252971659 0.4669109872923 0.999798828359795 "cm"
"FBgn0000337" 33.1256876586579 -0.432759448531051 0.951326204498488 -0.45490121735813 0.649180307074211 0.999798828359795 "cn"
"FBgn0000338" 2508.25462396665 -0.325043433229438 0.305818564384802 -1.06286364231455 0.287843793049545 0.999798828359795 NA
"FBgn0000339" 952.301890328103 -0.189185993509297 0.306647783947643 -0.616948836459222 0.53726847324782 0.999798828359795 "cni"
"FBgn0000346" 135.677592096213 -0.333930879445234 0.517922628123745 -0.644750511586934 0.519088877027309 0.999798828359795 "comt"
"FBgn0000351" 46.8409922484966 -0.619407735037838 0.821233127415937 -0.754241048442413 0.450704493518169 0.999798828359795 "cort"
"FBgn0000352" 1228.5669168693 -0.0835584154614223 0.281680096232784 -0.296642952693287 0.766739114564662 0.999798828359795 "cos"
"FBgn0000355" 1.29442342059436 0.715616770158258 4.40646099057132 0.162401703246549 0.870989529647961 NA "Cp15"
"FBgn0000356" 0 NA NA NA NA NA "Cp16"
"FBgn0000357" 4.6574598981973 -0.726238648739266 2.39953624673008 -0.302657919724669 0.76215056969658 NA "Cp18"
"FBgn0000358" 0.277172948157565 1.55535533864044 6.10726488258779 0.254672978582419 0.798975688188077 NA "Cp19"
"FBgn0000359" 1.01725047243679 0.228543776367638 4.88610216458209 0.0467742524960457 0.962693150097964 NA "Cp36"
"FBgn0000360" 0.30285343213869 -2.24165897453911 5.94809129844368 -0.376870303777221 0.70626999116373 NA "Cp38"
"FBgn0000363" 5.21180579451243 -0.437310348075904 2.29391067463482 -0.190639658689204 0.848807916834851 0.999798828359795 NA
"FBgn0000370" 17955.5828439528 0.0476965596001033 0.245708891149593 0.19411816714058 0.846083356868706 0.999798828359795 "crc"
"FBgn0000376" 1657.01274251361 -0.0365625401906735 0.272563081505088 -0.134143406321853 0.893289176515162 0.999798828359795 "crm"
"FBgn0000377" 1231.5891024905 -0.0213140499260317 0.281615060009113 -0.0756850501011631 0.93966967016677 0.999798828359795 "crn"
"FBgn0000382" 1063.71328279446 0.00291723941674705 0.311117558850571 0.00937664665255421 0.992518628032894 0.999798828359795 "csw"
"FBgn0000384" 947.43891764533 -0.0459161941236677 0.339551313348392 -0.135226083123867 0.892433125147575 0.999798828359795 "cta"
"FBgn0000392" 1518.51993050843 -0.328186724297497 0.276110779461322 -1.1886052581423 0.234595037779185 0.999798828359795 "cup"
"FBgn0000394" 881.841614834519 0.267923926168513 0.303033143266829 0.884140669499635 0.376620281334888 0.999798828359795 "cv"
"FBgn0000395" 728.960305659775 0.151910334986123 0.372915342467756 0.407358769368032 0.683744504662203 0.999798828359795 "cv-2"
"FBgn0000404" 3756.54025290908 -0.081902721337482 0.25823379372559 -0.317165000582826 0.751118405441684 0.999798828359795 "CycA"
"FBgn0000405" 3462.77154115483 -0.436748190454761 0.265971977822049 -1.64208347823383 0.10057270516381 0.999798828359795 "CycB"
"FBgn0000406" 352.103893105951 1.86088787441046 0.46226030001163 4.02562771313833 5.68235294816573e-05 0.00889222500244985 "Cyt-b5-r"
"FBgn0000409" 6122.20106067928 0.285780175069937 0.249653540702623 1.14470707791942 0.252330518484718 0.999798828359795 NA
"FBgn0000411" 0 NA NA NA NA NA "D"
"FBgn0000412" 4120.22638202808 -0.317205210133938 0.267438343918317 -1.18608725093968 0.235587844761265 0.999798828359795 "D1"
"FBgn0000413" 3542.13827392545 -0.00281960835319649 0.255020926999113 -0.011056380299356 0.991178464590439 0.999798828359795 NA
"FBgn0000414" 3565.64428580856 0.326343448316084 0.26107811500923 1.24998393030587 0.211305417622541 0.999798828359795 "Dab"
"FBgn0000416" 57944.8758763775 0.38558416747265 0.239000778847643 1.61331761901266 0.106675520616966 0.999798828359795 "Sap-r"
"FBgn0000422" 10.2407289486379 -0.843754910998392 1.64618847128747 -0.512550613562796 0.608265707017225 0.999798828359795 "Ddc"
"FBgn0000426" 1098.07317094287 -0.157886967301629 0.29945477628422 -0.527248118266025 0.598021297585652 0.999798828359795 "SmF"
"FBgn0000427" 0 NA NA NA NA NA "dec"
"FBgn0000439" 0 NA NA NA NA NA "Dfd"
"FBgn0000442" 4.63177941421617 -0.352811754821322 2.41520487974812 -0.146079431099078 0.883858683826893 NA "Pkg21D"
"FBgn0000447" 908.117907304942 -0.628967653336806 0.299484454153432 -2.10016795400863 0.0357140692883766 0.848939446488088 "Dhod"
"FBgn0000448" 9.4665393122237 -0.31962173070157 1.71018550136268 -0.186893018591781 0.851744513113585 0.999798828359795 "Hr3"
"FBgn0000449" 0 NA NA NA NA NA "dib"
"FBgn0000451" 1.59727685273305 -0.283535942108016 3.93508517067752 -0.0720533177326879 0.942559476662987 NA "ect"
"FBgn0000454" 3610.44317700358 0.200996399059037 0.26534628065611 0.757487154378202 0.4487580589087 0.999798828359795 "Dip-B"
"FBgn0000455" 697.246476459897 0.125886904497658 0.319933284526697 0.393478611279514 0.693966018388238 0.999798828359795 "Dip-C"
"FBgn0000459" 5.97756380277278 -0.736393208880018 2.12738421895431 -0.346149605848812 0.729230284949167 0.999798828359795 "disco"
"FBgn0000463" 0.740077524279228 -0.55373087308438 5.91849020608341 -0.0935594811857961 0.925459097704535 NA "Delta"
"FBgn0000464" 2275.51053561704 0.0512500968429159 0.266620097121501 0.19222143190339 0.8475687587003 0.999798828359795 "Lar"
"FBgn0000472" 4119.72731340741 -0.0495264752359222 0.817014710955963 -0.06061882922276 0.951662777548825 0.999798828359795 NA
"FBgn0000473" 20.4732965340639 0.476728003784583 1.25971395983778 0.378441470828802 0.705102665631032 0.999798828359795 "Cyp6a2"
"FBgn0000477" 0.714397040298103 2.67401381912349 6.0349050077275 0.443091285728524 0.65769970806007 NA "DNaseII"
"FBgn0000479" 1266.76598383466 0.397826329530892 0.284914417480078 1.39630115263897 0.162623826860013 0.999798828359795 "dnc"
"FBgn0000482" 1397.09809148383 0.257969077464167 0.277667706964158 0.929056822216155 0.352859639416746 0.999798828359795 "dor"
"FBgn0000489" 151.814302219084 -0.0912882798330913 0.498253610876054 -0.183216494251961 0.85462815288293 0.999798828359795 "Pka-C3"
"FBgn0000490" 267.142252532903 -1.01260266275337 0.450424358389941 -2.24810813156943 0.0245692956952408 0.722707676538652 "dpp"
"FBgn0000492" 1.01725047243679 0.228543776367638 4.88610216458209 0.0467742524960457 0.962693150097964 NA "Dr"
"FBgn0000497" 6.29520270268108 3.30162633722546 2.46244792961392 1.34079031581517 0.179988541298186 0.999798828359795 NA
"FBgn0000499" 1320.99541382797 0.0574561362557267 0.283356985195339 0.202769436638797 0.839315247692789 0.999798828359795 "dsh"
"FBgn0000500" 4.46329664207933 0.431682918182329 2.46154422873825 0.175370774631014 0.860788303161927 NA "Dsk"
"FBgn0000504" 19.3298367648372 -1.00350829776241 1.22189755022583 -0.821270406489434 0.411492260380407 0.999798828359795 "dsx"
"FBgn0000520" 725.686329679163 0.17009148359025 0.310996165178486 0.546924697584716 0.584430467247642 0.999798828359795 "dwg"
"FBgn0000524" 1231.74406164915 -0.203522548710709 0.281416005861011 -0.723208859737803 0.469551576468037 0.999798828359795 "dx"
"FBgn0000527" 190.32975667595 0.671646172616326 0.460273827896512 1.45923172665672 0.144501339302945 0.999798828359795 "e"
"FBgn0000529" 1.15162113243864 3.35585963320781 5.19066813140596 0.64651785632437 0.517944036793351 NA "bsh"
"FBgn0000533" 8.96913702444753 -0.620115487103765 1.8404471224783 -0.336937410224932 0.736164083242844 0.999798828359795 "ea"
"FBgn0000535" 238.177949631861 0.527630533829696 0.46000473802589 1.14701108535104 0.251377039441084 0.999798828359795 "eag"
"FBgn0000536" 1459.58557178717 -0.0841374690284291 0.282175370082157 -0.298174390642003 0.765570066580209 0.999798828359795 "eas"
"FBgn0000541" 8731.18389290817 -0.0790746463916264 0.255794212536171 -0.3091338369528 0.757219720748345 0.999798828359795 "E(bx)"
"FBgn0000542" 213.370139335719 -0.023934646636711 0.468660226285384 -0.0510703603470211 0.959269454177679 0.999798828359795 "ec"
"FBgn0000543" 946.251530120884 0.110493533996581 0.293698324341094 0.376214383396538 0.706757523185705 0.999798828359795 "ecd"
"FBgn0000546" 1409.65968004778 0.0549141962155915 0.2865362477023 0.191648339977723 0.848017674466283 0.999798828359795 "EcR"
"FBgn0000547" 440.971761384687 -0.677630671758145 0.3799890921621 -1.78328979893211 0.0745391411059933 0.999798828359795 "ed"
"FBgn0000551" 1.5459158847708 3.80539888615887 4.61725685406228 0.824168766528738 0.409843671251752 NA "Edg78E"
"FBgn0000552" 0 NA NA NA NA NA "Edg84A"
"FBgn0000556" 278144.71143037 0.391181276329922 0.237204292871081 1.64913236432246 0.0991205205237736 0.999798828359795 NA
"FBgn0000557" 66.3909430183748 -0.501671143592729 0.69658703616001 -0.720184438628416 0.47141144377044 0.999798828359795 "eEF1alpha2"
"FBgn0000559" 148794.893200705 0.0914819718687108 0.243063802738705 0.376370199256097 0.706641697584163 0.999798828359795 "eEF2"
"FBgn0000560" 0.554345896315131 2.35036757336727 6.05643748983834 0.38807757486324 0.697958626672194 NA "eg"
"FBgn0000562" 2149.37715597194 0.225682990311423 0.265604470284843 0.849695752746155 0.395494260393341 0.999798828359795 "egl"
"FBgn0000564" 0 NA NA NA NA NA "Eh"
"FBgn0000565" 724.192478981847 -0.551051917310194 0.331084616128603 -1.66438393832273 0.0960357277492019 0.999798828359795 "MsrA"
"FBgn0000566" 1189.97424185261 0.0154529167394896 0.287562183463578 0.0537376526821611 0.957144183625481 0.999798828359795 "Cth"
"FBgn0000567" 400.462808844761 0.997003323698967 0.361492079760795 2.75802259446099 0.00581521782996918 0.295984731244024 "Eip74EF"
"FBgn0000568" 4846.82211210739 0.0248328352230807 0.346719932943653 0.0716221735861847 0.94290259342032 0.999798828359795 "Eip75B"
"FBgn0000575" 2289.62513957433 -0.647000687091023 0.279331856473932 -2.31624382287883 0.0205449596930678 0.649436989034554 "emc"
"FBgn0000576" 0 NA NA NA NA NA "ems"
"FBgn0000577" 0.554345896315131 2.35036757336727 6.05643748983834 0.38807757486324 0.697958626672194 NA "en"
"FBgn0000578" 8121.78906621166 0.307099751458292 0.249869682715323 1.22903966628145 0.219056934242129 0.999798828359795 "ena"
"FBgn0000579" 11131.980762151 -0.305125230498201 0.242395360164437 -1.25879154737619 0.208105634207909 0.999798828359795 "Eno"
"FBgn0000581" 5052.85441165389 0.16348394702004 0.255372029717363 0.640179534152503 0.522055886535554 0.999798828359795 "E(Pc)"
"FBgn0000588" 473.029054373433 0.330979549766897 0.346063082744392 0.956413920670539 0.338863154455361 0.999798828359795 "esc"
"FBgn0000591" 0.437224092140538 1.88878921480075 6.09174930563947 0.310056950809218 0.756517648341104 NA "E(spl)m8-HLH"
"FBgn0000592" 6.01206151442729 -0.145947790102321 2.17783506839673 -0.0670150794337993 0.946569698535254 0.999798828359795 "Est-6"
"FBgn0000594" 31.6796447222344 -0.595225594714366 0.967483147284089 -0.615230969537071 0.538402198106036 0.999798828359795 "Est-P"
"FBgn0000606" 0.991569988455669 3.15675273036188 5.49219942966568 0.574770230176081 0.565446702869009 NA "eve"
"FBgn0000611" 2231.91458861326 0.19070660106019 0.262556552311196 0.726344855542417 0.467627387678623 0.999798828359795 "exd"
"FBgn0000615" 644.719684298404 0.0792723934758094 0.357498311394921 0.221742008141232 0.82451472629007 0.999798828359795 "exu"
"FBgn0000617" 1072.07025229314 -0.00887931243967808 0.310500087311618 -0.0285968114101263 0.977186155172006 0.999798828359795 "Taf9"
"FBgn0000618" 222.336387776802 -0.250835749865722 0.42982950276342 -0.583570341851995 0.559509418780078 0.999798828359795 "e(y)2"
"FBgn0000625" 1.01725047243679 0.228543776367638 4.88610216458209 0.0467742524960457 0.962693150097964 NA "eyg"
"FBgn0000629" 1561.43230770874 0.277709862163689 0.282725290662086 0.982260417924933 0.325971569347913 0.999798828359795 "E(z)"
"FBgn0000630" 22.9988459270979 -0.369606450788794 1.17656577252034 -0.314140067152433 0.75341465950657 0.999798828359795 NA
"FBgn0000633" 31.9075344909679 -1.16863603215871 0.992004614804902 -1.17805503595217 0.238774666022707 0.999798828359795 "tei"
"FBgn0000634" 542.933446712047 -0.339099540034263 0.339804614946292 -0.997925057868503 0.318315700141045 0.999798828359795 NA
"FBgn0000635" 174.988554604758 -0.690376677195396 0.599740148653672 -1.1511263315374 0.249680266658054 0.999798828359795 "Fas2"
"FBgn0000636" 75.5468531347674 0.0081440370378737 0.664528505982213 0.0122553614548654 0.990221881077661 0.999798828359795 "Fas3"
"FBgn0000639" 1.15162113243864 3.35585963320781 5.19066813140596 0.64651785632437 0.517944036793351 NA "Fbp1"
"FBgn0000640" 2.52023701739921 1.89747937469446 3.73051886539697 0.508636852716343 0.611006792381681 NA "Fbp2"
"FBgn0000644" 9.64980755213015 1.41994291524977 1.75949528159773 0.807017177085225 0.419656586925454 0.999798828359795 "Fcp3C"
"FBgn0000658" 7.15486541919255 -0.556388105340539 1.95013052388678 -0.285308136314695 0.775408079923755 0.999798828359795 "fj"
"FBgn0000659" 4.38028695003973 -0.89640140873714 2.46258790914668 -0.364007881874054 0.715852123685351 NA "fkh"
"FBgn0000662" 1795.62563550569 0.148825070627303 0.269072378814711 0.553104228991811 0.580192041021893 0.999798828359795 "fl(2)d"
"FBgn0000667" 1923.43193208909 0.217580244850938 0.268078153601011 0.8116298994463 0.417004029440473 0.999798828359795 "Actn"
